"Structure ID","Ligand ID","SMILES","InChiKey"
2610,790,"n1nc(cc2c1N(N=C2N)CC=C)C=3C(=NN4C3C=CC=C4)c5ccccc5","WHPQRPGHYADIAQ-UHFFFAOYSA-N"
2610,1860,"Clc1cc(ccc1)[C@H](N2C(=O)C=3N(C=C(c4nc(ncc4)NC5CCOCC5)C3)CCC2)CO","KQDDJNKQTVYZHY-HSZRJFAPSA-N"
2610,1861,"Clc1cc(ccc1)[C@H](N2C(=O)C=3N(C=C(c4nc(ncc4)N[C@@H]5C[C@H](O)CC5)C3)CCC2)CO","ZQJZOIMPHMQLOK-MIZPHKNDSA-N"
2610,1862,"Clc1cc(ccc1)[C@H](N2C(=O)C=3N(C=C(c4nc(ncc4)NC5CCOCC5)C3)CC2)CO","PJPXAFCTLKCTJP-JOCHJYFZSA-N"
2610,1865,"Clc1c(F)cc(cc1)[C@H](N2C(=O)C=C(c3nc(ncc3)NC4CCOCC4)C=C2)CO","PGGLRAWFUJMQBN-HXUWFJFHSA-N"
2610,1873,"n1c2c(ncc1C=3C=NNC3)NC=C2c4cnccc4","PSBXDBLDXUYIFG-UHFFFAOYSA-N"
2610,1874,"n1c(c2ccncc2)cnc3NC=C(c13)C=4C=NN(C4)Cc5ccccc5","DXPGARZCBUYRNE-UHFFFAOYSA-N"
2610,1876,"OC[C@@H](Nc1ncnc2NC=Nc21)Cc3ccccc3","KOHQRNQTKFJUQF-NSHDSACASA-N"
2610,1879,"n1c(c2ccncc2)cnc3NC=C(c13)C=4C=NN(C4)CCC","UEKKWQGHDYXDHX-UHFFFAOYSA-N"
2610,2137,"Clc1c(F)cc(cc1)[C@H](N2C(=O)C=C(c3nc(ncc3)NC=4N(N=CC4)C)C=C2)CO","RZUOCXOYPYGSKL-GOSISDBHSA-N"
2610,2172,"CCC(=O)Nc1ccccc1Nc1nc(Nc2ccnc(c2)C#CCCNC(=O)O[C@@H]2CCC\C=C/CC2)ncc1Cl","DLZIOTBNYZNPPK-YJMIJIGASA-N"
2610,2174,"FC(F)(F)c1c(nc(nc1)Nc2cncc(OC)c2)Nc3c(NC(=O)CC)cccc3","GGUZEGQAJBEJAF-UHFFFAOYSA-N"
2610,2370,"Clc1c(nc(nc1)Nc2ccc(N3CCN(CC3)C)cc2)Nc4c(NC(=O)CC)cccc4","IIMJCIGRKJCCHT-UHFFFAOYSA-N"
2610,2665,"O=C1NCCC=2NC(c3nc(ncc3)Nc4ccc(N5CCN(CC5)C)cc4)=CC12","HOUKCOGYXHMATN-UHFFFAOYSA-N"
2610,2666,"O=C1N([C@@H](CC=2NC(c3nc(ncc3C)NC=4N(N=CC4)C)=CC12)C)CCOC","PNXHDOWDWLRBSB-CYBMUJFWSA-N"
2610,2667,"O=C1N([C@H](CC=2NC(c3nc(ncc3C)NC=4N(N=CC4)C)=CC12)C)CCOC","PNXHDOWDWLRBSB-ZDUSSCGKSA-N"
2610,2668,"O=C1N(CCOC)CCC=2NC(c3nc(ncc3)NC=4N(N=CC4)C)=CC12","HKLUILZKCLFHGM-UHFFFAOYSA-N"
2610,2669,"O=C1NCCN2C1=CC(c3nc(ncc3)NC4CCOCC4)=C2","XDGNKNAACCOKKA-UHFFFAOYSA-N"
2610,2670,"O=C1N(CCOC)CCC=2NC(c3nc(ncc3)NC4CCOCC4)=CC12","LYRLKFUHEVBCHD-UHFFFAOYSA-N"
2610,2671,"O=C1N(Cc2ccccc2)CCC=3NC(c4nc(ncc4)NC5CCOCC5)=CC13","KERNFUCXORNNFU-UHFFFAOYSA-N"
2610,2672,"O=C1N(CCOC)CCC=2N(C(c3nc(ncc3)NC=4N(N=CC4)C)=CC12)C","YREPJIXZZKOVIM-UHFFFAOYSA-N"
2610,3131,"CC(C)(c1ccccc1)NC(=O)CN2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","OBEQPUMSPDLFGN-UHFFFAOYSA-N"
2610,3132,"c1cc2c(cc1c3c(cnc(n3)NC4CCOCC4)Cl)C(=O)N(C2)CCN5CCOCC5","GWFKQIHFNOHJAK-UHFFFAOYSA-N"
2610,3133,"c1cnc(nc1)c2ccc(cc2)N3CCN(CC3)C(=O)CN4CC[C@H](C4)C(=O)Nc5ccc6c(c5)c(n[nH]6)c7ccncc7","HDAJDNHIBCDLQF-RUZDIDTESA-N"
2610,3134,"c1ccc(cc1)[C@@H](CO)NC(=O)CN2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","MWUVKGXBEJSWSJ-HSZRJFAPSA-N"
2610,3135,"CC(C)Nc1cc(c(cn1)Cl)c2cc([nH]c2)C(=O)N[C@H](CO)c3cccc(c3)Cl","KSERXGMCDHOLSS-LJQANCHMSA-N"
2610,3136,"C[C@H](c1ccccc1)NC(=O)CN2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","IRHJKWVMKNYGNX-QGZVFWFLSA-N"
2610,3137,"C[C@H](c1cccc(c1)OC)NC(=O)CN2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","OWNMUXCNXXWVMJ-QGZVFWFLSA-N"
2610,3139,"CC(C)(C)NC(=O)CN1Cc2ccc(cc2C1=O)c3c(cnc(n3)NC4CCOCC4)Cl","ZREYQWDDINYDOY-UHFFFAOYSA-N"
2610,3141,"c1cc2c(cc1c3c(cnc(n3)NC4CCOCC4)Cl)C(=O)NC2","GIZKBEAJKWOWLS-UHFFFAOYSA-N"
2610,3143,"CC(C)(C)N(C)C(=O)CN1Cc2ccc(cc2C1=O)c3c(cnc(n3)NC4CCOCC4)Cl","GDENZVFEXVRWNZ-UHFFFAOYSA-N"
2610,3144,"COCCN1Cc2ccc(cc2C1=O)c3c(cnc(n3)NC4CCOCC4)Cl","PVCKWDJCSQJNFH-UHFFFAOYSA-N"
2610,3145,"Cc1cccc(c1)[C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","XHOJEECXVUMYMF-IQGLISFBSA-N"
2610,3303,"c1cc(c(cc1[C@@H](CO)N2C=CC(=CC2=O)c3ccnc(n3)Nc4ccnc(c4)C#CCCNC(=O)O[C@@H]5CCC/C=C\CC5)F)Cl","ORLWNASDTJFKIF-ABXFUJLBSA-N"
2610,3480,"COC[C@]1(CCN(C1)CC(=O)N2CCC(=CC2)c3ccc(cc3)c4ncccn4)C(=O)Nc5ccc6c(c5)c(n[nH]6)c7ccnc(c7)C8CC8","FSTCYTJKYVEAES-LDLOPFEMSA-N"
2610,3568,"Cc1cnc(nc1c2cn3c(n2)C(=O)N([C@H](C3)COC)Cc4ccc(c(c4)F)F)Nc5ccnn5C","HVIGNZUDBVLTLU-MRXNPFEDSA-N"
2610,3580,"CC1(c2c(cc(s2)c3ccnc(n3)Nc4ccnn4C)C(=O)N1CCN5CCOCC5)C","JNPRPMBJODOFEC-UHFFFAOYSA-N"
2610,4113,"C[C@H](C(=O)N[C@H](CO)c1cc(cc(c1)F)OC)N2Cc3ccc(cc3C2=O)c4c(cnc(n4)Nc5cnn(n5)C)Cl","VXELOHCKXQHQRO-JLCFBVMHSA-N"
2610,4114,"c1ccc2c(c1)CCN(CC2)C(=O)CN3Cc4ccc(cc4C3=O)c5c(cnc(n5)NC6CCOCC6)Cl","CDIPSADLEIZARJ-UHFFFAOYSA-N"
2610,4115,"c1ccc2c(c1)CCCN(C2)C(=O)CN3Cc4ccc(cc4C3=O)c5c(cnc(n5)NC6CCOCC6)Cl","IGCMZDAOWJBAOH-UHFFFAOYSA-N"
2610,4116,"C[C@H](C(=O)N[C@H](CO)c1cc(cc(c1)F)OC)N2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","BVRGQPJKSKKGIH-PUAOIOHZSA-N"
2610,4117,"c1ccc2c(c1)CC[C@]2(CO)NC(=O)CN3Cc4ccc(cc4C3=O)c5c(cnc(n5)NC6CCOCC6)Cl","ANSUETKROJEMSJ-GDLZYMKVSA-N"
2610,4118,"C[C@H](C(=O)N[C@H](CO)c1cccc(n1)N2CCN(CC2)C)N3Cc4ccc(cc4C3=O)c5c(cnc(n5)NC6CCOCC6)Cl","FOWKCJGRLFZWNL-NFQMXDRXSA-N"
2610,4119,"C[C@H](C(=O)N[C@H](CO)c1ccnc(c1)OC)N2Cc3ccc(cc3C2=O)c4c(cnc(n4)NC5CCOCC5)Cl","ZLOVQLWPDDOBBX-WAIKUNEKSA-N"
2610,4185,"C[C@@H](c1ccccc1)NC(=O)Nc2cc3c(cn[nH]3)c(n2)CO","RAXZSEGXMBWYQK-JTQLQIEISA-N"
2610,4330,"CCC(=O)N1CCC[C@H]1c2c([nH]nc2c3ccncc3)C",""
2636,64,"P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O","PVKSNHVPLWYQGJ-KQYNXXCUSA-N"
2636,645,"O=C1c2c(OC(c3cc(O)c(O)cc3)=C1O)cc(O)cc2O","REFJWTPEDVJJIY-UHFFFAOYSA-N"
2636,693,"S1C2=NC(c3ccc(F)cc3)=C(N2CC1)c4ccncc4","YOELZIQOLWZLQC-UHFFFAOYSA-N"
2636,791,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCC(N5CCN(CC5)C)CC4)c6ccccc6","FDVSOQRNTAPCHB-UHFFFAOYSA-N"
2636,792,"O=C(Nc1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)c5ccccc5","BKBPVPSOVVEBLR-UHFFFAOYSA-N"
2636,793,"O=C(Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C4CCN(C5CCOCC5)CC4)C=6N(c7c(cccc7)C6)C","CMFPSTWYLODPNE-UHFFFAOYSA-N"
2636,794,"O=C(Nc1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)Nc5ccccc5","WFPSCBQARGWGBI-UHFFFAOYSA-N"
2636,795,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCOCC4)c5ccccc5","BCWVVERKADMJGG-UHFFFAOYSA-N"
2636,796,"Oc1cc(Nc2nc(nc(NCCN(CC)CC)c2)N3c4c(N=C3)cccc4)c(cc1)C","OAILDJYOGMMAOQ-UHFFFAOYSA-N"
2636,797,"O=C(Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C4CCC(N5CCN(CC5)C)CC4)C=6N(c7c(cccc7)C6)C","STVKLDUINKMZFE-UHFFFAOYSA-N"
2636,798,"n1c2N(N=C(c2c(nc1)N)c3ccc(cc3)C)C(C)(C)C","ZVPDNRVYHLRXLX-UHFFFAOYSA-N"
2636,799,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCC(N5CCN(CC5)C)CC4)c6ccccc6","FDVSOQRNTAPCHB-UHFFFAOYSA-N"
2636,800,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCN(CC4)C)c5ccccc5","BECDNGLTIXKWON-UHFFFAOYSA-N"
2636,801,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)c5ccccc5","FMETVQKSDIOGPX-UHFFFAOYSA-N"
2636,802,"n1c2N(N=C(c2c(nc1)N)c3cnc4NC=Cc4c3)C5CCCC5","NVRXTLZYXZNATH-UHFFFAOYSA-N"
2636,803,"O=C(Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C4CCC(N5CCN(C(=O)C)CC5)CC4)C=6N(c7c(cccc7)C6)C","ZMNWFTYYYCSSTF-UHFFFAOYSA-N"
2636,804,"O=C(OC(C)(C)C)Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C(C)C","LVOBTCONHRNJJA-UHFFFAOYSA-N"
2636,805,"O=C(Nc1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)NCc5ccccc5","URGKVSPXHKAWNJ-UHFFFAOYSA-N"
2636,2893,"O=C(NC)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","QWSTVNCCNITNGB-GMKWRKAISA-N"
2636,2894,"O=C(OCC)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","YPZOCKHNHHMXDI-ZWGPAORLSA-N"
2636,2895,"O=C(N)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","HHDXSZQPSZPOBP-LUFKIMSYSA-N"
2636,2896,"O=C(N(C)C)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","KOBNNQXCSZBAFN-ZWGPAORLSA-N"
2636,2907,"[O-]C(=O)[C@@H]([NH2+]C1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","KUUPATHXUAIQFZ-LUFKIMSYSA-N"
2639,64,"P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O","PVKSNHVPLWYQGJ-KQYNXXCUSA-N"
2639,645,"O=C1c2c(OC(c3cc(O)c(O)cc3)=C1O)cc(O)cc2O","REFJWTPEDVJJIY-UHFFFAOYSA-N"
2639,693,"S1C2=NC(c3ccc(F)cc3)=C(N2CC1)c4ccncc4","YOELZIQOLWZLQC-UHFFFAOYSA-N"
2639,791,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCC(N5CCN(CC5)C)CC4)c6ccccc6","FDVSOQRNTAPCHB-UHFFFAOYSA-N"
2639,792,"O=C(Nc1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)c5ccccc5","BKBPVPSOVVEBLR-UHFFFAOYSA-N"
2639,793,"O=C(Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C4CCN(C5CCOCC5)CC4)C=6N(c7c(cccc7)C6)C","CMFPSTWYLODPNE-UHFFFAOYSA-N"
2639,794,"O=C(Nc1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)Nc5ccccc5","WFPSCBQARGWGBI-UHFFFAOYSA-N"
2639,795,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCOCC4)c5ccccc5","BCWVVERKADMJGG-UHFFFAOYSA-N"
2639,796,"Oc1cc(Nc2nc(nc(NCCN(CC)CC)c2)N3c4c(N=C3)cccc4)c(cc1)C","OAILDJYOGMMAOQ-UHFFFAOYSA-N"
2639,797,"O=C(Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C4CCC(N5CCN(CC5)C)CC4)C=6N(c7c(cccc7)C6)C","STVKLDUINKMZFE-UHFFFAOYSA-N"
2639,798,"n1c2N(N=C(c2c(nc1)N)c3ccc(cc3)C)C(C)(C)C","ZVPDNRVYHLRXLX-UHFFFAOYSA-N"
2639,799,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCC(N5CCN(CC5)C)CC4)c6ccccc6","FDVSOQRNTAPCHB-UHFFFAOYSA-N"
2639,800,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCN(CC4)C)c5ccccc5","BECDNGLTIXKWON-UHFFFAOYSA-N"
2639,801,"O(c1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)c5ccccc5","FMETVQKSDIOGPX-UHFFFAOYSA-N"
2639,802,"n1c2N(N=C(c2c(nc1)N)c3cnc4NC=Cc4c3)C5CCCC5","NVRXTLZYXZNATH-UHFFFAOYSA-N"
2639,803,"O=C(Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C4CCC(N5CCN(C(=O)C)CC5)CC4)C=6N(c7c(cccc7)C6)C","ZMNWFTYYYCSSTF-UHFFFAOYSA-N"
2639,804,"O=C(OC(C)(C)C)Nc1c(OC)cc(cc1)C2=NN(c3ncnc(N)c32)C(C)C","LVOBTCONHRNJJA-UHFFFAOYSA-N"
2639,805,"O=C(Nc1ccc(cc1)C=2c3c(ncnc3N)N(C2)C4CCCC4)NCc5ccccc5","URGKVSPXHKAWNJ-UHFFFAOYSA-N"
2639,2893,"O=C(NC)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","QWSTVNCCNITNGB-GMKWRKAISA-N"
2639,2894,"O=C(OCC)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","YPZOCKHNHHMXDI-ZWGPAORLSA-N"
2639,2895,"O=C(N)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","HHDXSZQPSZPOBP-LUFKIMSYSA-N"
2639,2896,"O=C(N(C)C)[C@@H](NC1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","KOBNNQXCSZBAFN-ZWGPAORLSA-N"
2639,2907,"[O-]C(=O)[C@@H]([NH2+]C1CCC(N2c3ncnc(N)c3C(c4ccc(Oc5ccccc5)cc4)=C2)CC1)CC(C)C","KUUPATHXUAIQFZ-LUFKIMSYSA-N"
2672,806,"S1c2c(c(ncc2)N)C(c3cc4c(N(C(=O)Cc5ccccc5)CC4)cc3)=C1","ZDMNFWRMUCKWCS-UHFFFAOYSA-N"
2672,807,"FC(F)(F)c1cc(ccc1)CC(=O)N2c3c(cc(cc3)C=4c5c(ncnc5N)N(C4)C)CC2","SIXVRXARNAVBTC-UHFFFAOYSA-N"
2672,808,"Fc1c2c(N(C(=O)Cc3nc(ccc3)C)C=C2)ccc1C=4c5c(ncnc5N)N(C4)C","YGEJQNSKXJFIJF-UHFFFAOYSA-N"
2672,2175,"FC(F)(F)c1c(OC)ccc(NC(=O)c2c(N)c(c3cc4c(nc(nc4)NC)cc3)c(cc2)C)c1","NYVUSSXLPQHLMH-UHFFFAOYSA-N"
2672,2176,"S1c2c(N=C1NC)ccc(c3c(N)c(ccc3C)C(=O)C=4C(=O)N(N(C4c5ccccc5)C)c6ccccc6)c2","XUIZYNXJUPSUNY-UHFFFAOYSA-N"
2672,2305,"O=C1N(N(C(c2ccncc2)=C1C(=O)Nc3ncc(Oc4c5c(ncc4)cc(OC)c(OC)c5)cc3)C)c6ccccc6","JZUVVTPSJAHDMJ-UHFFFAOYSA-N"
2672,2306,"O=C1N(N(C(c2ccccc2)=C1C(=O)c3c(N)c(c4cc5c(nc(cc5)C)cc4)c(cc3)C)C)c6ccccc6","YPPSMYLMSKHYAY-UHFFFAOYSA-N"
2672,2307,"Fc1c2c(nc(nc2)NC)ccc1c3c(N)c(ccc3C)C(=O)C=4C(=O)N(N(C4c5ccccc5)C)c6ccccc6","HBWCGZWIVPNFPT-UHFFFAOYSA-N"
2672,2308,"Fc1cc(cc(c1)CC(=O)N2c3c(cc(cc3)C=4c5c(nc(nc5N)C)N(C4)C)CC2)C(F)(F)F","MXBMIZHUPORZGB-UHFFFAOYSA-N"
2672,4005,"Fc1cc(F)cc(c1)[C@@H](O)C(=O)Nc2cc(c(c3cnc(N)c(c3)C(=O)NC4CC4)cc2)C","ZAEWPVUVQVUGEE-OAQYLSRUSA-N"
2672,4364,"Cc1cc(ccc1c2cn(c3c2c(ncn3)N)C)NC(=O)[C@@H](c4cccc(c4)F)O","HLLGQFADOTVZQN-LJQANCHMSA-N"
2672,4365,"Cc1cc(ccc1c2cn(c3c2c(nc(n3)C)N)C)NC(=O)[C@@H](c4cccc(c4)C(F)(F)F)O","GSRBTRZCHOMAAI-HXUWFJFHSA-N"
2672,4366,"Cc1cc(ccc1c2cn(c3c2c(nc(n3)C)N)C)NC(=O)[C@@H](c4cccc(c4)F)O","NZUZHCPIKAILKT-HXUWFJFHSA-N"
2677,69,"O(c1ccc(cc1)C=2C=NC=3N(N=CC3c4ccncc4)C2)CCN5CCCCC5","XHBVYDAKJHETMP-UHFFFAOYSA-N"
2677,485,"N#CCc1ccc(Nc2nc(NC3=NNC(=C3)C4CC4)c5c(n2)cccc5)cc1","NVMCVWOODOWOLT-UHFFFAOYSA-N"
2677,809,"Clc1c(Cl)ccc2c1N(C=3C(=O)NCCC23)C","MYIBLDZPAOEFTB-UHFFFAOYSA-N"
2709,64,"P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O","PVKSNHVPLWYQGJ-KQYNXXCUSA-N"
2709,810,"n1c(nc2c(c1NCC(N)(C)C)ccnc2)c3cc4c(NN=C4)cc3","PTOPXBFSXASLNA-UHFFFAOYSA-N"
2709,811,"S1C(=NC(c2ccncc2)=C1)NC(=O)NCc3cc(O)ccc3","GDVRVPIXWXOKQO-UHFFFAOYSA-N"
2709,812,"S(=O)(=O)(Nc1cc(ccc1)CC(=O)NC=2SC=C(c3cc(F)ncc3)C2)C","IVWXFGRLNHCKNV-UHFFFAOYSA-N"
2709,813,"O=C(Nc1cc2c(NN=C2)cc1)NCCc3ccccc3","XEZOXLSEWZHMQY-UHFFFAOYSA-N"
2709,814,"S1C(=NC(c2ccncc2)=C1)NC(=O)Cc3cc(OC)ccc3","GOPDRFODUBCWMB-UHFFFAOYSA-N"
2709,815,"S(=O)(=O)(N1[C@H](CNCCC1)C)c2c3c(cncc3C)ccc2","AWDORCFLUJZUQS-ZDUSSCGKSA-N"
2709,816,"S1C(=NC(c2ccncc2)=C1)NC(=O)N[C@@H](c3cc(OC)ccc3)C","PZUHTMLHMMXBQW-GFCCVEGCSA-N"
2709,817,"Clc1c(NC(=O)[C@H]2[C@H](c3ccc(Cl)cc3)CNC2)cc4c(c1)C(=O)NC=C4","XBFAFSAUQFDEOK-JKSUJKDBSA-N"
2709,818,"Clc1c(NC(=O)C2CCC(N)CC2)cc3c(c1)C(=O)NC=C3","WHXKGHDWNQPZNP-UHFFFAOYSA-N"
2709,820,"S(=O)(=O)(N1CCNCCC1)c2c3c(c(O)ncc3)ccc2","ZAVGJDAFCZAWSZ-UHFFFAOYSA-N"
2709,821,"S(=O)(=O)(N1CCNCCC1)c2c3c(cncc3)ccc2","NGOGFTYYXHNFQH-UHFFFAOYSA-N"
2709,822,"S1C(=NC(c2ccncc2)=C1)NC(=O)c3c(F)cccc3","OVEKVWJGWABLNU-UHFFFAOYSA-N"
2709,2364,"S1C(=NC(c2ccncc2)=C1)NC(=O)Cc3cc(OCCCC4CCNCC4)ccc3","IMDMAPNWXDTADU-UHFFFAOYSA-N"
2709,2743,"S(=O)(=O)(Nc1cc(ccc1)CC(=O)NC=2SC=C(N2)C=3c4c(nccc4)NC3)C","HIUHVDROHDSKTC-UHFFFAOYSA-N"
2709,2744,"S1C(=NC(C=2c3c(nccc3)NC2)=C1)NC(=O)Cc4cc(OCCCN5CCN(CC5)C)ccc4","KWQRIWDMNAKJAF-UHFFFAOYSA-N"
2709,3064,"COc1cccc(c1)CC(=O)Nc2nc(cs2)c3ccnc(c3)N","HIGGJLMBFDDVKA-UHFFFAOYSA-N"
2709,3181,"CN1CCc2c(sc(n2)NC(=O)c3cccc(c3)CNC(=O)c4ccc(c(c4)OC)OC)C1","FDNORQUIWSIWKF-UHFFFAOYSA-N"
2709,3182,"Cc1c(nnn1c2c(non2)N)C(=O)NCc3cccc(c3)C(=O)Nc4nc5c(s4)CN(CC5)C","UWMBHECVAPWYPU-UHFFFAOYSA-N"
2709,3183,"CN1CCc2c(sc(n2)NC(=O)c3cccc(c3)[C@H]4CCCN4C(=O)Nc5cccc(c5)C#N)C1","WSCPCHMPNPSKDY-JOCHJYFZSA-N"
2709,3184,"CN(C)[C@H]1CCc2c(sc(n2)NC(=O)c3cccc(c3)[C@H]4CCCN4C(=O)Nc5cccc(c5)C#N)C1","HOQOXPZIFORKKX-LADGPHEKSA-N"
2709,3268,"c1cc(c2c(c1)OCCO2)CNC(=O)c3ccc(cc3)c4ccncc4","FWFHXPGGGOSSPF-UHFFFAOYSA-N"
2709,3819,"O=C(N[C@@H](c1ccccc1)CO)c2cc(OC)c(cc2)C=3C=NNC3","CXWOMMUYWIPPCD-QGZVFWFLSA-N"
2709,4337,"COCc1cccc(c1)CC(=O)Nc2ccc(cc2)c3c[nH]nc3","LTOKSVFUTQZXGU-UHFFFAOYSA-N"
2709,4338,"CN(CC(=O)N1CCC(=CC1)c2c[nH]c3c2cccn3)c4ccccc4","YVJWZSCNKWKWOS-UHFFFAOYSA-N"
2733,28,"O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C","HKSZLNNOFSGOKW-FYTWVXJKSA-N"
2733,64,"P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O","PVKSNHVPLWYQGJ-KQYNXXCUSA-N"
2750,64,"P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O","PVKSNHVPLWYQGJ-KQYNXXCUSA-N"
2750,826,"Clc1cc(c2cc3c(ncnc3cc2)N)ccc1","NFVSMRPXCHVTAG-UHFFFAOYSA-N"
2750,827,"n1ccc(NC2=NC=NN3C2=CC(c4ccccc4)=C3)cc1","KOECVTWSFPGZJE-UHFFFAOYSA-N"
2750,828,"n1ccc(NC2=NC=NN3C2=CC(C=4C=NNC4)=C3)cc1","KFPMWFGUHKKDSW-UHFFFAOYSA-N"
2750,830,"O=C1NC=C(c2ccc(O)cc2)C(O)=C1C(=O)CCCCC","NUFZHWWYFUWCIM-UHFFFAOYSA-N"
2750,831,"Fc1cc(NC(=O)CN2CCCC2)cc(c3cc4c(ncnc4cc3)N)c1","GDCGMGVDMXRLGC-UHFFFAOYSA-N"
2750,1856,"Fc1cc(c2nc3c(ncc(c3cc2)C(=O)NC4CN(C(=O)C5CC5)C4)N)ccc1","FYXCIBJXJYBWPX-UHFFFAOYSA-N"
2750,1984,"n1c(N2C[C@@H](C3=NNC=C3C)CCC2)ccc4ncnc(N)c14","NUOOXGXOVSCCHC-NSHDSACASA-N"
2750,1986,"S(=O)(=O)(c1ccc(c2c(ncc(c3ccc(O)cc3)c2)N)cc1)C","XFEKSSMJINNJSX-UHFFFAOYSA-N"
2750,2260,"Clc1ccc(cc1)C=2OC(=NC2)c3ccc(cc3)C(=O)N","DXIZWXGKFCRUNM-UHFFFAOYSA-N"
2750,2673,"Clc1ccc(c2c(ncc(c3ccc(cc3)C4(C(=O)O)CCCC4)c2)N)cc1","VHQILBJBMFWZGW-UHFFFAOYSA-N"
2750,3153,"Cc1cnc(o1)C(C)(C)C#Cc2ccc3c(c2)-c4nc(c(n4C5CC3C5)C(=O)NC)C(=O)N","BVQAJAHFWBYNPF-IYBDPMFKSA-N"
2751,64,"P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O","PVKSNHVPLWYQGJ-KQYNXXCUSA-N"
2751,826,"Clc1cc(c2cc3c(ncnc3cc2)N)ccc1","NFVSMRPXCHVTAG-UHFFFAOYSA-N"
2751,827,"n1ccc(NC2=NC=NN3C2=CC(c4ccccc4)=C3)cc1","KOECVTWSFPGZJE-UHFFFAOYSA-N"
2751,828,"n1ccc(NC2=NC=NN3C2=CC(C=4C=NNC4)=C3)cc1","KFPMWFGUHKKDSW-UHFFFAOYSA-N"
